,PhraseNo,Phrase,IsHateSpeech,Tokens
1281,1771,"['ඕනම', 'Dialog', 'Phone', 'එකකින්', 'දැන්', 'බලන්න', 'පුලුවන්', 'Data', 'වලට', 'සල්ලි', 'වියදම්', 'කරන්නේ', 'නැතිව', 'පැය', '24ම', 'MyTv', 'ඔස්සේ', '.']",0,"['ඕනම', 'එකකින්', 'දැන්', 'බලන්න', 'පුලුවන්', 'වලට', 'සල්ලි', 'වියදම්', 'කරන්නේ', 'නැතිව', 'පැය', '24ම', 'ඔස්සේ']"
1282,1773,"['මොනාද', 'බන්', 'මේ', 'වෙන්නේ']",0,"['මොනාද', 'බන්', 'මේ', 'වෙන්නේ']"
1283,1774,"['යාලුවනේ', 'මගේ', 'youtube', 'channel', 'එක', 'subcribe', 'කරන්න']",0,"['යාලුවනේ', 'මගේ', 'එක', 'කරන්න']"
1284,1775,"['කසාදෙත්', 'දැන්', 'නිකන්', 'විහිලුවක්', 'ගානට', 'වැටිලා']",0,"['කසාදෙත්', 'දැන්', 'නිකන්', 'විහිලුවක්', 'ගානට', 'වැටිලා']"
1285,1776,"['ලංකාවෙ', 'මේවගේ', 'ගොන්', 'බඩු', 'ෆෝම්', 'කරන', 'එවුන්ට', 'ගහන්න', 'ඕනේ']",1,"['ලංකාවෙ', 'මේවගේ', 'ගොන්', 'බඩු', 'ෆෝම්', 'කරන', 'එවුන්ට', 'ගහන්න', 'ඕනේ']"
1286,1777,"['නොදකිං', 'මේ', 'වේසා', 'නිලියෝ', 'දේශපාලුවො', 'ඔය', 'නිළියෝ', 'රට', 'කනවා', 'මුන්', 'සේරම', 'කුඩු', 'ගහලා', 'වගේ', 'අමු', 'හෙලුවෙන්', 'නටනවා', 'උන්', 'හිතන්', 'ඉන්නෙ', 'උන්ට', 'විතරයි', 'තන්', 'දෙක', 'දෙක', 'තියෙන්නෙ', 'කියලා']",1,"['නොදකිං', 'මේ', 'වේසා', 'නිලියෝ', 'දේශපාලුවො', 'ඔය', 'නිළියෝ', 'රට', 'කනවා', 'මුන්', 'සේරම', 'කුඩු', 'ගහලා', 'වගේ', 'අමු', 'හෙලුවෙන්', 'නටනවා', 'උන්', 'හිතන්', 'ඉන්නෙ', 'උන්ට', 'විතරයි', 'තන්', 'දෙක', 'දෙක', 'තියෙන්නෙ', 'කියලා']"
1287,1778,"['මේක', 'ඉරාජ්ගෙම', 'ගොන්', 'ආතල්', 'එකක්.ඕකා', 'මේ', 'වගේ', 'ගොන්', 'ආතල්', 'ගන්න', 'නිසා', 'තමය්', 'ඕකට', 'තාම', 'කෙල්ලෙක්', 'නැත්තෙ.අසහනකාරයා']",1,"['මේක', 'ඉරාජ්ගෙම', 'ගොන්', 'ආතල්', 'එකක්.ඕකා', 'මේ', 'වගේ', 'ගොන්', 'ආතල්', 'ගන්න', 'නිසා', 'තමය්', 'ඕකට', 'තාම', 'කෙල්ලෙක්', 'නැත්තෙ.අසහනකාරයා']"
1288,1779,"['ශාර්මි', 'කුමාර්', 'තොලක්', 'දාන්න', 'ගියා', 'වගේ', 'දැක්ක', 'අය', 'කවුද']",1,"['ශාර්මි', 'කුමාර්', 'තොලක්', 'දාන්න', 'ගියා', 'වගේ', 'දැක්ක', 'අය', 'කවුද']"
1289,1780,"['දැකපු', 'ජරාම', 'නිරැපන', 'ශිල්පිනියෝ', 'තමයි', 'මුන්']",1,"['දැකපු', 'ජරාම', 'නිරැපන', 'ශිල්පිනියෝ', 'තමයි', 'මුන්']"
1290,1783,"['මේකුන්', 'පොන්ස්ලා', 'නේද', 'හිටං']",1,"['මේකුන්', 'පොන්ස්ලා', 'නේද', 'හිටං']"
1291,1784,"['මේ', 'මොන', 'හුත්තක්ද', 'මේ..', 'කොහෙවත්', 'යන', 'උන්ගෙ', 'wedding', 'එකක්', 'හින්දා', 'වස්තිලගෙ', 'video', 'එක', 'තාම', 'trending', '1', 'ඇවිල්ලා', 'නෑ..', 'මේ', 'NOIZE', 'tv', 'එකට', 'ගොන්', 'බඩු', 'form', 'කරනව', 'ඇරෙන්න', 'වෙන', 'වැඩක්', 'නැද්ද', 'ඇත්තටම', '?', '?']",1,"['මේ', 'මොන', 'හුත්තක්ද', 'මේ..', 'කොහෙවත්', 'යන', 'උන්ගෙ', 'එකක්', 'හින්දා', 'වස්තිලගෙ', 'එක', 'තාම', 'ඇවිල්ලා', 'නෑ..', 'මේ', 'එකට', 'ගොන්', 'බඩු', 'කරනව', 'ඇරෙන්න', 'වෙන', 'වැඩක්', 'නැද්ද', 'ඇත්තටම']"
1292,1785,"['කසාදයක්', 'කියන', 'උතුම්', 'දේටත්', 'මේ', 'පොන්නයොයි', 'වේසාවියොයි', 'එකතු', 'වෙලා', 'විනාශ', 'කරන්වා.මුන්ව', 'රටෙන්', 'පිටුවහල්', 'කරන්න', 'ඕනි', '.ලැජ්ජයි', 'ඇත්තටම', 'අපේ', 'රටට', 'වෙන', 'දේට.මේ', 'වගේ', 'වේස', 'ගෑනු', 'පෝම්', 'කරපුවාම.ලංකාවෙ', 'සංස්කෘතිකයත්', 'විනාසයි']",1,"['කසාදයක්', 'කියන', 'උතුම්', 'දේටත්', 'මේ', 'පොන්නයොයි', 'වේසාවියොයි', 'එකතු', 'වෙලා', 'විනාශ', 'කරන්වා.මුන්ව', 'රටෙන්', 'පිටුවහල්', 'කරන්න', 'ඕනි', '.ලැජ්ජයි', 'ඇත්තටම', 'අපේ', 'රටට', 'වෙන', 'දේට.මේ', 'වගේ', 'වේස', 'ගෑනු', 'පෝම්', 'කරපුවාම.ලංකාවෙ', 'සංස්කෘතිකයත්', 'විනාසයි']"
1293,1786,"['උබල', 'වගේ', 'ගු', 'කැරියො', 'ඉන්නකන්', 'මේ', 'ගොන්නු', 'ටික', 'රගයි', '...', '...', '.', 'ඔයිට', 'වැඩිය', 'හොදයි', 'හුත්තෝ', 'ගු', 'පුච්චන්', 'කෑවනම්', '...', '...', '...', 'කොලුකමටත්', 'ලැජ්ජයි', 'බං', 'ගොංබඩු', 'ෆෝම්', 'කරනව', 'ගෑනු', 'දැකල', 'නැද්ද', 'බං', '...', '...', '...', '...', '.']",1,"['උබල', 'වගේ', 'ගු', 'කැරියො', 'ඉන්නකන්', 'මේ', 'ගොන්නු', 'ටික', 'රගයි', 'ඔයිට', 'වැඩිය', 'හොදයි', 'හුත්තෝ', 'ගු', 'පුච්චන්', 'කෑවනම්', 'කොලුකමටත්', 'ලැජ්ජයි', 'බං', 'ගොංබඩු', 'ෆෝම්', 'කරනව', 'ගෑනු', 'දැකල', 'නැද්ද', 'බං']"
1294,1787,"['කවුද', 'බන්', 'මෙ', 'පෝන්නයො', 'දෙන්නයි', 'වෙස', 'බඩ්ඩයි']",1,"['කවුද', 'බන්', 'මෙ', 'පෝන්නයො', 'දෙන්නයි', 'වෙස', 'බඩ්ඩයි']"
1295,1789,"['මේ', 'වගේ', 'සදාචාරයක්', 'නැති', 'මී', 'හරක්', 'මොඩල්ස්ලයි', 'ඒව', 'ෆෝම්', 'කරන', 'ගොන්', 'චැනලුයි', 'මේ', 'රටට', 'පිළිලයක්']",1,"['මේ', 'වගේ', 'සදාචාරයක්', 'නැති', 'මී', 'හරක්', 'මොඩල්ස්ලයි', 'ඒව', 'ෆෝම්', 'කරන', 'ගොන්', 'චැනලුයි', 'මේ', 'රටට', 'පිළිලයක්']"
1296,1793,"['මේක', 'බොරු', 'කියන', 'උන්ට', 'පොන්නයයෙක්', 'දම්ම', 'ගස්සන්නද', 'අ', 'බෑද', 'බෑද', 'උබල', 'කියනේ', 'එයි', 'ෆිල්ටි', 'ගහපන්', 'මුන්ට']",1,"['මේක', 'බොරු', 'කියන', 'උන්ට', 'පොන්නයයෙක්', 'දම්ම', 'ගස්සන්නද', 'අ', 'බෑද', 'බෑද', 'උබල', 'කියනේ', 'එයි', 'ෆිල්ටි', 'ගහපන්', 'මුන්ට']"
1297,1794,"['ගොබ්බ', 'ඉරාජ්ගේ', 'තවත්', 'එක්', 'ගොන්', 'ආතල්', 'එකක්', '.', 'මියුසික්', 'වීඩියො', 'වලට', 'මිනිස්සු', 'රවට්ටනවා', '.', 'මේවට', 'රැවටෙන', 'ගොන්නුත්', 'ඉන්නවනෙ']",1,"['ගොබ්බ', 'ඉරාජ්ගේ', 'තවත්', 'එක්', 'ගොන්', 'ආතල්', 'එකක්', 'මියුසික්', 'වීඩියො', 'වලට', 'මිනිස්සු', 'රවට්ටනවා', 'මේවට', 'රැවටෙන', 'ගොන්නුත්', 'ඉන්නවනෙ']"
1298,1795,"['ගොං', 'බඩු', 'ටික', 'ඔක්කොම', 'ඉන්නව', 'නේ', 'මූ', 'වෙඩින්ග්', 'එකක්', 'නෙවෙයි', 'අරන්', 'තියෙන්නෙ', 'අන්තක්', 'පුරයක්', 'දල', 'තියෙන්නෙ']",1,"['ගොං', 'බඩු', 'ටික', 'ඔක්කොම', 'ඉන්නව', 'නේ', 'මූ', 'වෙඩින්ග්', 'එකක්', 'නෙවෙයි', 'අරන්', 'තියෙන්නෙ', 'අන්තක්', 'පුරයක්', 'දල', 'තියෙන්නෙ']"
1299,1796,"['මේකත්', 'ගොං', 'ආතල්', 'එකක්', 'නං', 'මේ', 'වගේ', 'හිඟන', 'වැඩ', 'වලට', 'ආයේ', 'චාන්ස්', 'එකක්', 'දෙන්න', 'එපා', 'මචංලා', 'දේශපාලඥයොන්ට', 'අමතරව', 'දැන්', 'මේ', 'යූටියුබ්', 'සල්ලි', 'හිඟන්නො', 'තමයි', 'රට', 'කන්නෙ', '.', 'උඹලගෙ', 'ඔලු', 'ගෙඩි', 'එක', 'එක', 'චැනල්', 'කාරයොන්ට', 'පාවිච්චි', 'කරන්න', 'දෙන්න', 'එපා', '.']",1,"['මේකත්', 'ගොං', 'ආතල්', 'එකක්', 'නං', 'මේ', 'වගේ', 'හිඟන', 'වැඩ', 'වලට', 'ආයේ', 'චාන්ස්', 'එකක්', 'දෙන්න', 'එපා', 'මචංලා', 'දේශපාලඥයොන්ට', 'අමතරව', 'දැන්', 'මේ', 'යූටියුබ්', 'සල්ලි', 'හිඟන්නො', 'තමයි', 'රට', 'කන්නෙ', 'උඹලගෙ', 'ඔලු', 'ගෙඩි', 'එක', 'එක', 'චැනල්', 'කාරයොන්ට', 'පාවිච්චි', 'කරන්න', 'දෙන්න', 'එපා']"
1300,1797,"['මගේ', 'චැනල්', 'එක', 'සබ්ස්ක්\u200dරයිබ්', 'කරල', 'වීඩියෝ', 'එකකට', 'කමෙන්ට්', 'කරන', 'හැමෝවම', 'මම', 'සබ්ස්ක්\u200dරයිබ්', 'කරනව', '...', '...', '.']",0,"['මගේ', 'චැනල්', 'එක', 'සබ්ස්ක්\u200dරයිබ්', 'කරල', 'වීඩියෝ', 'එකකට', 'කමෙන්ට්', 'කරන', 'හැමෝවම', 'මම', 'සබ්ස්ක්\u200dරයිබ්', 'කරනව']"
1301,1804,"['නොදකින්', 'මුන්ට', 'ඇයි', 'රෙදි', 'හෙලුවෙන්', 'හිටියනම්', 'ඉට', 'වඩා', 'කොදයි']",1,"['නොදකින්', 'මුන්ට', 'ඇයි', 'රෙදි', 'හෙලුවෙන්', 'හිටියනම්', 'ඉට', 'වඩා', 'කොදයි']"
1302,1807,"['මේකත්', 'මොකක්හරි', 'හුකන', 'ආතල්', 'එකක්', 'වෙන්නැති', 'මුන්ගෙ']",1,"['මේකත්', 'මොකක්හරි', 'හුකන', 'ආතල්', 'එකක්', 'වෙන්නැති', 'මුන්ගෙ']"
1303,1809,"['මේක', 'fill', 'T', 'ගේ', 'අලුත්', 'විඩියෝ', 'එකේ', 'සීන්', 'එක..', 'නිකන්', 'ඉරාජ්', 'ගේ', 'මනමාලි', 'විඩියෝ', 'එක', 'එන්න', 'කලීන්', 'දාපූ', 'සීන්', 'එක', 'වගේ..', 'මොනවා', 'උනත්', 'සූපා', '...', '!', '!', 'Good', 'luck', '.', 'iraj', 'and', 'fill', 'T']",1,"['මේක', 'ගේ', 'අලුත්', 'විඩියෝ', 'එකේ', 'සීන්', 'එක..', 'නිකන්', 'ඉරාජ්', 'ගේ', 'මනමාලි', 'විඩියෝ', 'එක', 'එන්න', 'කලීන්', 'දාපූ', 'සීන්', 'එක', 'වගේ..', 'මොනවා', 'උනත්', 'සූපා']"
1304,1812,"['මේවා', 'දැක්කහම', 'සසර', 'කලකිරෙනවා', 'හුත්තෝ']",1,"['මේවා', 'දැක්කහම', 'සසර', 'කලකිරෙනවා', 'හුත්තෝ']"
1305,1817,"['අයියෝ', 'ලංකාවේ', 'බඩු', 'වලට', 'ගිය', 'කලක්', '.', 'සක්කිලි', '.']",1,"['අයියෝ', 'ලංකාවේ', 'බඩු', 'වලට', 'ගිය', 'කලක්', 'සක්කිලි']"
1306,1818,"['ලංකාවේ', 'ඉන්න', '25,000.00/=', 'බඩු', 'ඔක්කොම', 'එකම', 'වහලක්', 'යට', '...']",1,"['ලංකාවේ', 'ඉන්න', 'බඩු', 'ඔක්කොම', 'එකම', 'වහලක්', 'යට']"
1307,1819,"['Mey', 'veasiyo', 'set', 'eka', 'ghilla', 'danna', 'oni', 'අංගොඩ', 'පිස්සු', 'වට්ටුව', 'ට', 'එකේ', 'ඉන්න', 'පිස්සුසො', 'ට්කට', 'ගහන්ඩ', '...', 'උන්', 'ගාහායි', 'හාදේ', 'දලා']",1,"['අංගොඩ', 'පිස්සු', 'වට්ටුව', 'ට', 'එකේ', 'ඉන්න', 'පිස්සුසො', 'ට්කට', 'ගහන්ඩ', 'උන්', 'ගාහායි', 'හාදේ', 'දලා']"
1308,1820,"['වේසියක්', 'වෙන', 'එකය්', 'දැන්', 'ට්\u200dරෙන්ඩ්', 'එක', ',', 'හම්මේ', 'මෙහෙමත්', 'ගොන්', 'කෙල්ලො', 'ගොඩක්']",1,"['වේසියක්', 'වෙන', 'එකය්', 'දැන්', 'ට්\u200dරෙන්ඩ්', 'එක', 'හම්මේ', 'මෙහෙමත්', 'ගොන්', 'කෙල්ලො', 'ගොඩක්']"
1309,1822,"['මේ', 'වගේ', 'හැසිරෙන', 'රටක', 'එවුන්', 'කියනවා', 'අපි', 'බුදු', 'බණට', 'හීලෑ', '.', 'යක්කුලු', 'මේවට', 'නීතියෙන්', 'දඩුවම්', 'නෑ', 'මොකද', 'මේ', 'දේවල්', 'වලට', 'දේශපාලන', 'යත්', 'සම්බන්ධ', 'යි']",1,"['මේ', 'වගේ', 'හැසිරෙන', 'රටක', 'එවුන්', 'කියනවා', 'අපි', 'බුදු', 'බණට', 'හීලෑ', 'යක්කුලු', 'මේවට', 'නීතියෙන්', 'දඩුවම්', 'නෑ', 'මොකද', 'මේ', 'දේවල්', 'වලට', 'දේශපාලන', 'යත්', 'සම්බන්ධ', 'යි']"
1310,1824,"['මෙච්චර', 'ලොකු', 'වලියකදීත්', 'කවුශි', 'කුක්කු', 'පෙන්න', 'පෙන්න', 'පිස්සු', 'නටනවා']",1,"['මෙච්චර', 'ලොකු', 'වලියකදීත්', 'කවුශි', 'කුක්කු', 'පෙන්න', 'පෙන්න', 'පිස්සු', 'නටනවා']"
1311,1827,"['කෝම', 'හරි', 'විශ්වකියන්නෙ', 'පොන්නයෙක්නෙ']",1,"['කෝම', 'හරි', 'විශ්වකියන්නෙ', 'පොන්නයෙක්නෙ']"
1312,1828,"['ගොන්', 'හත්ත', 'පිලිගන්නවනෙ', 'මුන්ගෙ', 'බය්ලා']",1,"['ගොන්', 'හත්ත', 'පිලිගන්නවනෙ', 'මුන්ගෙ', 'බය්ලා']"
1313,1829,"['කාන්තා', 'ඔබට', 'පමනයි.උගත්', 'නිරෝගී', 'යුවලක්', 'විසින්', 'තනිව', 'සිටින', 'හෝ', 'සැමිය', 'නොමැති', 'නිරෝගී', 'වැදගත්', 'කාන්තාවන්', 'සදහා', 'ඉතා', 'සෞඛ්\u200dයාරක්ෂිතව', 'ඔබ', 'කැමති', 'විශ්වාසනීය', 'ස්තානයක', ',', 'ඔබ', 'කැමති', 'අයුරින්', 'සම්බාහනය', 'ලබා', 'දෙනු', 'ලැබේ', '.', 'විශ්වාසය', 'හා', 'පුද්ගලිකත්වය', 'දෙපාර්ශ්වයේම', 'රැකෙන', 'ලෙස', 'සිදු', 'විය', 'යුතුයි', '.', 'හමුවක්', 'සදහා', '3000', 'අය', 'කෙරේ', '.', '0711595306']",0,"['කාන්තා', 'ඔබට', 'පමනයි.උගත්', 'නිරෝගී', 'යුවලක්', 'විසින්', 'තනිව', 'සිටින', 'හෝ', 'සැමිය', 'නොමැති', 'නිරෝගී', 'වැදගත්', 'කාන්තාවන්', 'සදහා', 'ඉතා', 'සෞඛ්\u200dයාරක්ෂිතව', 'ඔබ', 'කැමති', 'විශ්වාසනීය', 'ස්තානයක', 'ඔබ', 'කැමති', 'අයුරින්', 'සම්බාහනය', 'ලබා', 'දෙනු', 'ලැබේ', 'විශ්වාසය', 'හා', 'පුද්ගලිකත්වය', 'දෙපාර්ශ්වයේම', 'රැකෙන', 'ලෙස', 'සිදු', 'විය', 'යුතුයි', 'හමුවක්', 'සදහා', 'අය', 'කෙරේ']"
1314,1834,"['වීඩියෝ', 'හදාගෙන', '.', 'එව්වා', 'ලීක්', 'කරගෙන', 'ජනප්\u200dරිය', 'වෙන්න', 'විදින', 'දුකක්', '.', 'වැඩක්', 'නෑ', 'ඉතින්', '.', 'දැන්', 'නම්', 'ඒ', 'සෙට්', 'එකම', 'දැක්කත්', 'අප්පිරියයි', '.']",1,"['වීඩියෝ', 'හදාගෙන', 'එව්වා', 'ලීක්', 'කරගෙන', 'ජනප්\u200dරිය', 'වෙන්න', 'විදින', 'දුකක්', 'වැඩක්', 'නෑ', 'ඉතින්', 'දැන්', 'නම්', 'ඒ', 'සෙට්', 'එකම', 'දැක්කත්', 'අප්පිරියයි']"
1315,1835,"['ලෝකයා', 'මෙව්වා', 'දැක්කොත්', 'අඹ', 'ඇටේ', 'සිතියමෙනුත්', 'මකල', 'නවතින්නේ', 'යකෝව්', 'මාකටිං', 'ෆකේ', 'මාකටි', 'රෝල්', 'කරල', 'ගහ', 'ගනිං', 'අහවල්', 'දිහෑ']",1,"['ලෝකයා', 'මෙව්වා', 'දැක්කොත්', 'අඹ', 'ඇටේ', 'සිතියමෙනුත්', 'මකල', 'නවතින්නේ', 'යකෝව්', 'මාකටිං', 'ෆකේ', 'මාකටි', 'රෝල්', 'කරල', 'ගහ', 'ගනිං', 'අහවල්', 'දිහෑ']"
1316,1839,"['හසිනට', 'බඩුව', 'ගහන්න', 'කීයක්', 'ගන්නවද', 'දැන්', 'නෑ', 'බන්', '.', 'එක්කො', 'ඕනෙ', 'නෑ', 'ඕකිට', 'ඒස්ට්ද', 'දැන්', 'නෑ', 'සමාජ', 'රෝගබන්', 'ඕව']",1,"['හසිනට', 'බඩුව', 'ගහන්න', 'කීයක්', 'ගන්නවද', 'දැන්', 'නෑ', 'බන්', 'එක්කො', 'ඕනෙ', 'නෑ', 'ඕකිට', 'ඒස්ට්ද', 'දැන්', 'නෑ', 'සමාජ', 'රෝගබන්', 'ඕව']"
1317,1843,"['දැන්', 'මේක', 'බලල', 'හසිනිට', 'ගිහින්', 'අරින්න', 'කියලද', 'හුත්තො', 'කියන්නෙ', '?', 'අදාල', 'නැති', 'හුත්තවල්', 'දාන්නනම්', 'පුළුවන්', ',', 'වැදගත්', 'වීඩියෝ', 'එකක්', 'දාන්න', 'බෑ.අනේ', 'හුකේ', 'නන්නානේ']",1,"['දැන්', 'මේක', 'බලල', 'හසිනිට', 'ගිහින්', 'අරින්න', 'කියලද', 'හුත්තො', 'කියන්නෙ', 'අදාල', 'නැති', 'හුත්තවල්', 'දාන්නනම්', 'පුළුවන්', 'වැදගත්', 'වීඩියෝ', 'එකක්', 'දාන්න', 'බෑ.අනේ', 'හුකේ', 'නන්නානේ']"
1318,1845,"['මුන්', 'ඔක්කොම', 'මොලේ', 'අමාරු', 'කාරයෝ', '...', 'අලුත්ම', 'ෆිල්ම්', 'එකක', 'හරි', 'සින්දුවක', 'හරි', 'trailer', 'එකක්ද', 'දන්නේ', 'නෑ', 'ලංකාවම', 'පිස්සුවක්', 'දැන්', '...']",1,"['මුන්', 'ඔක්කොම', 'මොලේ', 'අමාරු', 'කාරයෝ', 'අලුත්ම', 'ෆිල්ම්', 'එකක', 'හරි', 'සින්දුවක', 'හරි', 'එකක්ද', 'දන්නේ', 'නෑ', 'ලංකාවම', 'පිස්සුවක්', 'දැන්']"
1319,1846,"['ඉරාජ්', 'උඹට', 'views', 'ගන්නම', 'ඕනේ', 'නම්', 'උබේ', 'අම්මා', 'එක්ක', 'යහන්ගතවෙලා', 'ඒකේ', 'වීඩියෝ', 'එක', 'noize', 'tv', 'එකට', 'දාපන්', '...', '.', 'youtube', 'channel', 'එකක්', 'promote', 'කරන්න', 'ඕන', 'නිසා', 'කුණු', 'මාකට්', 'කරන්න', 'එපා', 'මිනිහෝ', '...', '.', '(', 'Podda', 'කරපු', 'සමාජේ', 'vlogs', ',', 'RapCity', 'වගේ', 'programme', 'නම්', 'හොඳයි', '...', 'මේ', 'වගේ', 'news', 'නම්', 'අප්පිරියයි', '...', ')']",1,"['ඉරාජ්', 'උඹට', 'ගන්නම', 'ඕනේ', 'නම්', 'උබේ', 'අම්මා', 'එක්ක', 'යහන්ගතවෙලා', 'ඒකේ', 'වීඩියෝ', 'එක', 'එකට', 'දාපන්', 'එකක්', 'කරන්න', 'ඕන', 'නිසා', 'කුණු', 'මාකට්', 'කරන්න', 'එපා', 'මිනිහෝ', 'කරපු', 'සමාජේ', 'වගේ', 'නම්', 'හොඳයි', 'මේ', 'වගේ', 'නම්', 'අප්පිරියයි']"
1320,1847,"['අඬවැඩියා', 'හොටු', 'සින්දු', 'වලට', 'වඩා', 'කොච්චර', 'ලස්සනද', '?', 'දැන්', 'දැන්', 'ලස්සන', 'අමුතුම', 'මෙව්වා', 'එකක්', 'එන', 'සින්දු', 'හැදෙනවා', '...', 'සින්දුව', 'පට්ට']",0,"['අඬවැඩියා', 'හොටු', 'සින්දු', 'වලට', 'වඩා', 'කොච්චර', 'ලස්සනද', 'දැන්', 'දැන්', 'ලස්සන', 'අමුතුම', 'මෙව්වා', 'එකක්', 'එන', 'සින්දු', 'හැදෙනවා', 'සින්දුව', 'පට්ට']"
1321,1848,"['සචිනි', 'අක්කගේ', 'dance', 'එක', 'දැකලා', 'song', 'එක', 'හොයාගෙන', 'ආවේ']",0,"['සචිනි', 'අක්කගේ', 'එක', 'දැකලා', 'එක', 'හොයාගෙන', 'ආවේ']"
1322,1849,"['කාලෙකින්', 'ඇහුන', 'ලස්සන', 'සිංහල', 'reggaeton', 'සින්දුවක්..', 'Well', 'done..', '!', '!', '!']",0,"['කාලෙකින්', 'ඇහුන', 'ලස්සන', 'සිංහල', 'සින්දුවක්..']"
1323,1850,"['සින්දුව', 'ලස්සනයි', 'ගොඩක්..සචිනි', 'අක්කියගේ', 'නැටුම', 'ගොඩාරියක්', 'ලස්සනයි']",0,"['සින්දුව', 'ලස්සනයි', 'ගොඩක්..සචිනි', 'අක්කියගේ', 'නැටුම', 'ගොඩාරියක්', 'ලස්සනයි']"
1324,1853,"['ෂෙහාන්', 'අයියා', 'ඉඳලා', 'ඉඳලා', 'වැඩක්', 'කලොත්', 'ආයෙත්', 'ඉතින්', 'සුපිරි', 'තමා', '...', '..', 'නියමයි', 'මේකත්', '...', '..']",0,"['ෂෙහාන්', 'අයියා', 'ඉඳලා', 'ඉඳලා', 'වැඩක්', 'කලොත්', 'ආයෙත්', 'ඉතින්', 'සුපිරි', 'තමා', 'නියමයි', 'මේකත්']"
1325,1855,"['තද', 'බ්\u200dරෝ', 'උබල', 'වගේ', 'එව්වෝ', 'තමා', 'බන්', 'ලනංකවට', 'ඔනී', 'නැතුව', 'වැලලෙන', 'සිංදු', 'කියන', 'එව්වෝ', 'නෙවෙයි', 'සිංදුව', 'පට්ට', 'ඈ']",0,"['තද', 'බ්\u200dරෝ', 'උබල', 'වගේ', 'එව්වෝ', 'තමා', 'බන්', 'ලනංකවට', 'ඔනී', 'නැතුව', 'වැලලෙන', 'සිංදු', 'කියන', 'එව්වෝ', 'නෙවෙයි', 'සිංදුව', 'පට්ට', 'ඈ']"
1326,1856,"['නොමිලේ', 'ඕනම', 'දෙයක්', 'විකුනගන්න', ',', 'සොයාගන්න', 'දැන්ම', 'පිවිසෙන්න']",0,"['නොමිලේ', 'ඕනම', 'දෙයක්', 'විකුනගන්න', 'සොයාගන්න', 'දැන්ම', 'පිවිසෙන්න']"
1327,1857,"['මෙයාගේ', 'අර', 'tanasha', 'ඉන්න', 'සිංදුවට', 'මාර', 'ආසයි', '.']",0,"['මෙයාගේ', 'අර', 'ඉන්න', 'සිංදුවට', 'මාර', 'ආසයි']"
1328,1858,"['සුදු', 'කොඩිය', 'ගෙ', 'ගාව', 'එල්ලන', 'තුරු', 'ඉන්නට', 'එපා', 'දෙන්න', 'ඔය', 'අත', 'සුදු', 'මේ', 'සින්දුවට', 'ගහන්න', 'ඕකට', 'බැ']",0,"['සුදු', 'කොඩිය', 'ගෙ', 'ගාව', 'එල්ලන', 'තුරු', 'ඉන්නට', 'එපා', 'දෙන්න', 'ඔය', 'අත', 'සුදු', 'මේ', 'සින්දුවට', 'ගහන්න', 'ඕකට', 'බැ']"
